Fecha y hora,"Departamento","Localidad","Jurisdiccion ","Tipo de Siniestro","Vehiculo","Rol",Edad,"Sexo",Fallecido a los Dias,"Otro vehiculo","Lugar del Siniestro","X","Y"
08/01/2013 20:10:00,"MALDONADO","LA BARRA","DEPARTAMENTAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",19,"M",0,,"CERRO EGUZQUIZA, LA BARRA","695307.0455641","6138229.54535476"
09/01/2013 05:45:00,"ROCHA","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",50,"M",0,,"RUTA 14 km. 490","819864.77552791","6241309.41742372"
09/01/2013 15:05:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",44,"M",0,"AUTO","CAMINO ARIEL esq. BELL","571973.16990338","6144875.63252889"
09/01/2013 22:30:00,"CERRO LARGO","MELO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",1,"CAMIONETA","JOSE ENRIQUE RODO esq. TREINTA Y TRES","766655.27288589","6415354.84947676"
09/01/2013 22:55:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",40,"M",0,"AUTO","AVENIDA DON PEDRO DE MENDOZA esq. CAMINO CARLOS LINNEO","576278.10078595","6150200.38446695"
10/01/2013 02:10:00,"CANELONES","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",54,"M",4,,"RUTA 5 km 52","566261.13167206","6185777.45022466"
10/01/2013 21:10:00,"PAYSANDU","PAYSANDU","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",18,"M",1,"MOTO","DOCTOR FLORENTINO FELIPPONE esq. ANDRESITO","399149.50101738","6425463.6549967"
11/01/2013 14:00:00,"MALDONADO","N/C","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",22,"M",1,,"RUTA 9 km. 157,500","705558.61190056","6151130.12532258"
13/01/2013 22:30:00,"ROCHA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",58,"M",0,"AUTO","RUTA 9 km. 263,800","787427.01867718","6210840.59457657"
14/01/2013 01:10:00,"SALTO","N/C","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",29,"F",0,"CAMION","CAMINO DEPARTAMENTAL a RIVERA Y RUTA 31 KM 13","423785.28492841","6527823.19208489"
14/01/2013 02:50:00,"CANELONES","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",28,"M",0,,"RUTA 11 km. 165","612739.38021434","6153735.00179249"
15/01/2013 16:40:00,"MALDONADO","N/C","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",19,"F",0,"CAMIONETA","RUTA 93 km. 110","670532.66916649","6140257.09459831"
16/01/2013 14:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",1,"AUTO","COLORADO esq. QUIJOTE","576269.31186149","6140161.17898502"
17/01/2013 08:00:00,"CERRO LARGO","ISIDORO NOBLIA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",22,"M",0,"MOTO","BOLIVIA casi Batalla de las Piedras Barrio Berbat Rivero","771380.746786","6460128.35252854"
18/01/2013 14:00:00,"CANELONES","HIPODROMO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",36,"M",1,"CAMION","RUTA 75 esq. PELUFFO","594741.52361033","6159096.06577875"
18/01/2013 17:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",61,"M",1,"CAMIONETA","AVENIDA JOSE PEDRO VARELA esq. CAMINO CORRALES","578276.77666958","6142305.60342469"
19/01/2013 23:20:00,"FLORIDA","FLORIDA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",16,"F",1,"CAMIONETA","AVENIDA ARTIGAS esq. A. SIERRA","571314.58144167","6226614.06321196"
20/01/2013 02:00:00,"CANELONES","ARAMINDA","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",45,"M",0,"AUTO","RUTA INTERBALNEARIA km. 66","631975.78690538","6150480.41878583"
20/01/2013 19:40:00,"RIVERA","RIVERA","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",82,"M",0,"MOTO","AV. LIBANO  esq. TABARÉ","640793.06787045","6580318.47418157"
21/01/2013 17:20:00,"TACUAREMBO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",14,"M",0,"CAMIONETA","RUTA 26 km. 348","688451.43452466","6436376.39460796"
21/01/2013 18:40:00,"DURAZNO","SANTA BERNARDINA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",58,"M",0,"CAMION","RUTA 5 km. 185,300","545426.49155004","6307253.21380149"
22/01/2013 04:18:00,"MALDONADO","MALDONADO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",18,"M",10,"AUTO","AVENIDA JUAN ANTONIO LAVALLEJA esq. ROMAN GUERRA","686691.31786405","6135927.35728255"
23/01/2013 22:28:00,"TACUAREMBO","N/C","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",46,"M",0,"CAMIONETA","RUTA 5 km. 377,900","597011.9169411","6479699.26511935"
24/01/2013 10:26:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",25,"M",1,"CAMION","JOSE LLUPES esq. VITORIA","570563.78409223","6143148.64876038"
28/01/2013 03:40:00,"COLONIA","JUAN LACAZE","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",17,"M",1,,"25 DE AGOSTO esq. LOACES","459528.70406163","6189233.91054149"
28/01/2013 07:00:00,"FLORIDA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",55,"M",0,"CAMION","RUTA 5 km. 99","571218.18823997","6228869.9421293"
30/01/2013 20:00:00,"ROCHA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",65,"M",0,"OMNIBUS","RUTA 15 km. 175","753757.37335294","6176612.41939247"
30/01/2013 21:15:00,"CANELONES","LAS PIEDRAS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",24,"M",0,"MOTO","AMERICO VESPUCIO esq. AGRACIADA","571785.33854588","6160347.38806103"
30/01/2013 22:45:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",34,"M",0,,"AVENIDA GENERAL RIVERA esq. AVENIDA BOLIVIA","584680.96410012","6138688.3227791"
31/01/2013 11:55:00,"CANELONES","PARQUE DEL PLATA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",24,"M",14,"CAMION","RUTA INTERBALNEARIA esq. CALLE A","616510.43300422","6153313.67148553"
31/01/2013 16:10:00,"PAYSANDU","PAYSANDU","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",14,"M",1,"CAMIONETA","GRITO DE ASENCIO esq. WASHINGTON","399812.67921885","6424054.48192805"
31/01/2013 19:30:00,"SAN JOSE","CIUDAD DEL PLATA","NACIONAL","COLISIÓN CON OBSTÁCULO EN CALZADA","AUTO","CONDUCTOR",40,"M",1,,"RUTA 1 km. 32,500","550752.20136224","6155500.74847556"
02/02/2013 05:30:00,"TACUAREMBO","PASO DE LOS TOROS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",18,"M",0,"CAMION","DIECIOCHO DE JULIO esq. PAYSANDU","546208.23810764","6369325.27951462"
02/02/2013 17:50:00,"SAN JOSE","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",48,"M",0,"CAMIONETA","RUTA 11 km. 52,500","528293.43541986","6199814.37415051"
04/02/2013 01:30:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",1,"M",2,"CAMIONETA","RUTA 5 esq. CAMINO ALTUNA","566705.04071091","6151763.98199666"
04/02/2013 07:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",23,"M",0,"OMNIBUS","AVENIDA DON PEDRO DE MENDOZA esq. CAMINO LOS VIÑEDOS","576376.40111664","6153670.77971377"
04/02/2013 07:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",49,"F",0,"OMNIBUS","AVENIDA DON PEDRO DE MENDOZA esq. CAMINO LOS VIÑEDOS","576376.40111664","6153670.77971377"
04/02/2013 09:20:00,"RIVERA","RIVERA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",21,"F",1,"AUTO","DOCTOR ANOLLES esq. GENERAL JUAN ANTONIO LAVALLEJA","639530.1951587","6579979.29615703"
05/02/2013 00:10:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",18,"M",0,"CAMIONETA","CAMINO MALDONADO esq. AVENIDA DOCTOR JIMENEZ DE ARECHAGA","580018.97817493","6144057.4448245"
05/02/2013 00:40:00,"CANELONES","N/C","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",24,"F",0,"AUTO","RUTA INTERBALNEARIA km. 52","619259.31337646","6153947.93000992"
06/02/2013 00:10:00,"PAYSANDU","NUEVO PAYSANDU","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",29,"F",1,"MOTO","VENEZUELA esq. DOCTOR ROLDAN","398655.03426538","6428049.63978829"
06/02/2013 20:00:00,"ROCHA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",,"M",0,"AUTO","RUTA 15 km. 193","751131.3486","6229802.2994"
07/02/2013 12:20:00,"CERRO LARGO","MELO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",82,"F",0,"OMNIBUS","DOROTEO NAVARRETE esq. DOCTOR LUIS ALBERTO DE HERRERA","766702.66127742","6415035.13739083"
07/02/2013 14:00:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",59,"M",0,"CAMION","RUTA 5 esq. RUTA 102","567306.37732736","6148894.90342168"
07/02/2013 19:08:00,"TACUAREMBO","TACUAREMBO","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",59,"M",0,"CAMION","RUTA 26 esq. APOLO XI","595710.97440508","6488165.97354323"
08/02/2013 06:00:00,"CANELONES","N/C","NACIONAL","CAÍDA","MOTO","PASAJERO",23,"F",1,,"RUTA 7 km. 45","598966.5241948","6170470.76254009"
08/02/2013 23:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",0,"AUTO","BULEVAR BATLLE Y ORDOÑEZ esq. TERMOPILAS","575609.23837086","6142141.14017699"
10/02/2013 06:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","DESPISTE","AUTO","PASAJERO",24,"F",0,,"AVENIDA LUIS BATLLE BERRES esq. CAMINO PASO DE LA ARENA","567225.55512257","6144659.1138511"
10/02/2013 16:00:00,"FLORIDA","N/C","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",49,"M",1,,"RUTA 14 a aprox. 6 Kms 800 mts. de intersección con RUTA 6","628627.69555012","6298773.47148545"
11/02/2013 07:30:00,"MALDONADO","MALDONADO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",22,"M",0,"CAMIONETA","AVENIDA APARICIO SARAVIA esq. SAN PABLO","690793.52936156","6134269.21642917"
11/02/2013 07:30:00,"MALDONADO","MALDONADO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","PASAJERO",26,"M",0,"AUTO","AVENIDA APARICIO SARAVIA esq. SAN PABLO","690793.52936156","6134269.21642917"
11/02/2013 07:30:00,"MALDONADO","MALDONADO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",27,"M",0,"CAMIONETA","AVENIDA APARICIO SARAVIA esq. SAN PABLO","690793.52936156","6134269.21642917"
11/02/2013 08:50:00,"CANELONES","N/C","NACIONAL","CAÍDA","BICICLETA","CONDUCTOR",72,"M",0,,"RUTA 107 km. 3,500","584742.2318423","6166331.22430318"
11/02/2013 16:05:00,"CANELONES","LA PAZ","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",17,"M",1,"OMNIBUS","JOSE BATLLE Y ORDOÑEZ esq. PEDRO ROSA GIFFUNI","570855.98591384","6152986.2009466"
11/02/2013 17:15:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",22,"M",0,"AUTO","AVENIDA LUIS BATLLE BERRES esq. TURUBI","568974.55773966","6143477.57525578"
13/02/2013 03:40:00,"CERRO LARGO","RIO BRANCO","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",39,"M",1,,"AVENIDA CENTENARIO esq. PEREZ VILA","839315.82848949","6388070.75736558"
14/02/2013 14:15:00,"FLORIDA","N/C","NACIONAL","COLISIÓN CON OBSTÁCULO EN CALZADA","AUTO","CONDUCTOR",83,"M",0,,"RUTA 5 km. 158","559171.60124642","6283782.89687055"
14/02/2013 14:15:00,"FLORIDA","N/C","NACIONAL","COLISIÓN CON OBSTÁCULO EN CALZADA","AUTO","PASAJERO",78,"F",0,,"RUTA 5 km. 158","559171.60124642","6283782.89687055"
16/02/2013 03:00:00,"SALTO","SALTO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",27,"M",0,"CAMIONETA","BRASIL esq. OSIMANI Y LERENA","408494.98351447","6527018.82484505"
16/02/2013 06:35:00,"COLONIA","CARMELO","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",18,"M",1,,"GENERAL JOSE DE SAN MARTIN esq. URUGUAY","381226.51726927","6236703.0931978"
16/02/2013 09:55:00,"CANELONES","LAS PIEDRAS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",,"M",1,"MOTO","CAMINO AMERICA esq. RINCON","572827.8677136","6156578.80055785"
16/02/2013 21:50:00,"SALTO","SAN ANTONIO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",43,"M",1,"MOTO","CAMINO DEPARTAMENTAL A RIVERA frente a SAN PEDRO","429024.57457365","6532023.99006982"
17/02/2013 05:10:00,"CANELONES","N/C","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",16,"M",0,"AUTO","RUTA 12 km. 79","438399.491","6244380.4217"
18/02/2013 04:45:00,"COLONIA","CARMELO","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",24,"M",1,,"JOSE ENRIQUE RODO esq. AVENIDA DE LOS ARGENTINOS","381183.9953624","6236290.27302778"
18/02/2013 21:40:00,"MALDONADO","AIGUA","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",,"M",1,"CAMION","RUTA 13 km. 185","704451.0942","6214036.0798"
19/02/2013 02:45:00,"PAYSANDU","N/C","NACIONAL","DESPISTE","AUTO","PASAJERO",22,"M",1,,"RUTA 26 km. 171","542666.10208075","6473051.89417983"
20/02/2013 18:00:00,"ROCHA","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",68,"M",0,,"RUTA 15 km. 96","747366.7493","6240541.3392"
21/02/2013 18:00:00,"MALDONADO","HIPODROMO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",79,"M",0,"AUTO","RUTA 39 km. 12","688143.26685284","6144226.66407445"
24/02/2013 03:03:00,"CANELONES","LAS PIEDRAS","DEPARTAMENTAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",28,"M",1,,"GENERAL ARTIGAS esq. FRANCISCA ASNAR DE ARTIGAS","572988.02475117","6157059.92062259"
24/02/2013 08:00:00,"SALTO","SALTO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",50,"M",0,"CAMIONETA","AVENIDA LUIS BATLLE BERRES esq. AVENIDA GARIBALDI","410519.31464647","6530401.0003594"
24/02/2013 19:00:00,"SALTO","SALTO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",0,"CAMION","AVENIDA PARAGUAY esq. AVENIDA E. GAUTRON","411714.878235","6527931.20896352"
25/02/2013 18:40:00,"PAYSANDU","PAYSANDU","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",13,"M",1,"CAMION","AVENIDA SORIANO esq. PROYECTADA NOVENTA Y SIETE","400561.94500195","6422566.71380263"
27/02/2013 09:40:00,"RIO NEGRO","N/C","NACIONAL","CAÍDA","MOTO","PASAJERO",64,"M",5,,"RUTA 3 km. 322","438587.2940944","6383797.69632275"
27/02/2013 17:20:00,"ARTIGAS","ARTIGAS","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",89,"M",4,"MOTO","DIEGO LAMAS esq. 25 DE AGOSTO","550639.14012753","6636234.13999819"
01/03/2013 11:58:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",48,"M",0,"OMNIBUS","AVENIDA ITALIA esq. GENERAL NARIÑO","586608.444377","6140210.04327763"
01/03/2013 19:20:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",25,"M",1,"CAMION","CORUÑA esq. AGACES","577762.67777389","6141091.32907742"
01/03/2013 21:00:00,"COLONIA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",74,"M",0,"AUTO","RUTA 21 km. 202","418959.46945208","6210987.3500127"
02/03/2013 18:20:00,"FLORES","TRINIDAD","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",26,"M",3,"MOTO","INES DURAN esq. SARANDI","509143.70180019","6291804.95597328"
02/03/2013 23:10:00,"CANELONES","N/C","NACIONAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",55,"M",0,,"RUTA 81 esq. CAMINO AL RINCON DE VIDAL","558479.066136","6187335.31222379"
03/03/2013 10:00:00,"SALTO","N/C","NACIONAL","DESPISTE","AUTO","PASAJERO",40,"M",0,,"RUTA 3 km. 507","421795.4745332","6536588.25893135"
03/03/2013 19:48:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",24,"M",1,"AUTO","AVELLANEDA esq. VEINTIUNO DE ABRIL","578822.9464969","6141335.23835188"
04/03/2013 10:15:00,"TACUAREMBO","TACUAREMBO","DEPARTAMENTAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",65,"M",0,"AUTO","AV. OLIVER esq. HERREIRA Y REISSIG","594921.83136816","6491407.68903944"
05/03/2013 18:30:00,"CANELONES","N/C","NACIONAL","CAÍDA","MOTO","CONDUCTOR",35,"M",0,,"RUTA 7 km. 55,800","605529.93531794","6178746.22050518"
06/03/2013 12:55:00,"CANELONES","EL PINAR","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",8,"F",2,"CAMIONETA","DIECIOCHO DE JULIO esq. MADRID","597852.94913205","6149312.73633682"
06/03/2013 20:50:00,"CERRO LARGO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",25,"M",0,"CAMIONETA","RUTA 8 km. 413","767057.95471125","6428592.37744643"
07/03/2013 18:05:00,"RIVERA","RIVERA","DEPARTAMENTAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",19,"M",0,,"CHASQUE DE LOS SANTOS esq. DIONISIO ORIBE","637553.79652006","6582166.39532691"
08/03/2013 06:45:00,"SAN JOSE","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",42,"M",0,,"RUTA 1 km. 73,800","517454.83341918","6180402.8868597"
08/03/2013 10:00:00,"CANELONES","CANELONES","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",10,"F",0,"AUTO","RUTA 64 esq. BALTASAR BRUM","565729.94211752","6178892.67935882"
09/03/2013 04:55:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",34,"M",0,"MOTO","PRIMERA AL NORTE esq. CAMINO CIBILS","566603.75533705","6143247.85989489"
10/03/2013 01:50:00,"RIO NEGRO","N/C","NACIONAL","CAÍDA","MOTO","CONDUCTOR",47,"M",1,,"RUTA 25 km. 44","461980.08215133","6408368.34067519"
10/03/2013 06:00:00,"CANELONES","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",52,"M",0,"AUTO","RUTA 64 km. 3,800","565402.61119086","6178698.1396404"
13/03/2013 17:00:00,"ARTIGAS","N/C","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","PASAJERO",31,"F",0,"CAMIONETA","CAMINO VECINAL A TRES CERROS a 8 Km de RUTA 4","546170.49085299","6623931.42805136"
15/03/2013 13:30:00,"ROCHA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",69,"F",0,"CAMION","RUTA 10 km. 271,500","793800.25394435","6211603.16423599"
16/03/2013 13:00:00,"CANELONES","N/C","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",9,"F",0,"CAMIONETA","RUTA 101 km. 19","589379.06403263","6143708.51030775"
17/03/2013 22:40:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",34,"M",28,"AUTO","AVENIDA OCHO DE OCTUBRE esq. MARCOS SASTRE","579192.85916427","6142296.35577421"
18/03/2013 02:45:00,"LAVALLEJA","N/C","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",42,"M",0,,"RUTA 8 km. 127,500","669286.77877882","6196428.20992948"
18/03/2013 03:05:00,"SAN JOSE","SAN JOSE","DEPARTAMENTAL","COLISIÓN CON OBSTÁCULO EN CALZADA","MOTO","CONDUCTOR",44,"M",2,,"ANSINA Y 25 DE MAYO","526257.61253032","6200683.76050997"
18/03/2013 05:56:00,"CANELONES","CIUDAD DE LA COSTA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",38,"M",0,"OMNIBUS","AVENIDA GIANNATTASIO ENTRE RACINE Y AVENIDA DE LA PALYA","590189.30616613","6142196.42663377"
18/03/2013 06:55:00,"MALDONADO","SAN CARLOS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",19,"M",0,"AUTO","JACINTO MARIA ALVARIZA esq. CARLOS REYLES","690197.71313052","6147868.14164218"
19/03/2013 04:00:00,"SAN JOSE","N/C","NACIONAL","CAÍDA","MOTO","CONDUCTOR",42,"M",1,,"RUTA 1 km. 26","555676.10595766","6152551.19773018"
19/03/2013 18:15:00,"PAYSANDU","PAYSANDU","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",28,"M",24,"MOTO","COLON esq. CIUDAD DE YOUNG","400066.09542371","6423065.50188663"
20/03/2013 11:35:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",32,"M",7,"OMNIBUS","AVENIDA GENERAL EUGENIO GARZON esq. CARVE","571207.0841665","6147908.10399087"
21/03/2013 05:00:00,"TACUAREMBO","TACUAREMBO","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",28,"M",0,,"CARLOS GARDEL esq. BENITO NARDONE","597154.92464346","6489805.32063384"
