Fecha y hora,"Departamento","Localidad","Jurisdiccion ","Tipo de Siniestro","Vehiculo","Rol",Edad,"Sexo",Fallecido a los Dias,"Otro vehiculo","Lugar del Siniestro","X","Y"
13/01/2016 10:44:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","CONDUCTOR",37,"M",0,"CAMIONETA","RAMBLA TOMAS BERRETA esq. GENERAL SANTANDER","587250.0226","6139105.9297"
13/01/2016 12:55:00,"FLORIDA","FLORIDA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",46,"M",0,"AUTO","RUTA 5 km. 99,500","570931.59","6229061.68"
15/01/2016 12:35:00,"MALDONADO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",78,"M",0,"CAMIONETA","RUTA INTERBALNEARIA Y RUTA 10","650911.48084746","6150383.16740707"
15/01/2016 12:35:00,"MALDONADO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",65,"F",0,"CAMIONETA","RUTA INTERBALNEARIA Y RUTA 10","650911.48084746","6150383.16740707"
15/01/2016 15:00:00,"CANELONES","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",54,"M",0,,"RUTA 107 km. 17,500","571769.94964773","6176786.52021377"
16/01/2016 06:00:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","PASAJERO",13,"F",0,"CAMION","RUTA 3 km. 333","426664.56668337","6395315.27203568"
16/01/2016 06:00:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","PASAJERO",38,"F",0,"CAMION","RUTA 3 km. 333","426664.56668337","6395315.27203568"
16/01/2016 06:00:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","PASAJERO",8,"F",0,"CAMION","RUTA 3 km. 333","426664.56668337","6395315.27203568"
16/01/2016 06:00:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","CONDUCTOR",40,"M",0,"CAMION","RUTA 3 km. 333","426664.56668337","6395315.27203568"
16/01/2016 15:35:00,"CANELONES","CIUDAD DE LA COSTA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",23,"F",1,"AUTO","RUTA INTERBALNEARIA km. 29","597117.87742692","6149469.03016213"
17/01/2016 03:28:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",27,"F",0,"OMNIBUS","BOULEVARD JOSE BATLLE Y ORDOÑEZ esq. JUAN JACOBO ROUSSEAU","577706.86610907","6140155.71416209"
17/01/2016 11:14:00,"CANELONES","SALINAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",75,"F",0,"CAMIONETA","RUTA INTERBALNEARIA km. 37,500","605378.31581378","6151153.64390968"
17/01/2016 11:14:00,"CANELONES","SALINAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",73,"M",0,"CAMIONETA","RUTA INTERBALNEARIA km. 37,500","605378.31581378","6151153.64390968"
19/01/2016 01:00:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","CAÍDA","MOTO","CONDUCTOR",25,"M",25,,"RUTA 6 km. 17,600","578668.01012421","6150480.65276404"
19/01/2016 19:10:00,"ROCHA","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",74,"M",1,,"RUTA 14 km. 273","750763.84412997","6276245.23887067"
20/01/2016 18:30:00,"ARTIGAS","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",72,"M",0,"CAMION","RUTA 30 km. 161","561252.5394","6608981.4617"
20/01/2016 20:50:00,"LAVALLEJA","MINAS","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",77,"F",0,"AUTO","RUTA 8 esq. CALLE 180","663786.43001052","6195807.60272268"
22/01/2016 06:55:00,"PAYSANDU","PAYSANDU","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CUADRICICLO","CONDUCTOR",76,"M",0,"CAMIONETA","RUTA 3 km. 380","401458.5222658","6424009.6591021"
23/01/2016 02:15:00,"RIO NEGRO","FRAY BENTOS","NACIONAL","DESPISTE","MOTO","CONDUCTOR",18,"M",0,,"RUTA 2 km. 308,500","380142.3416","6332004.3198"
23/01/2016 06:00:00,"SAN JOSE","CIUDAD DEL PLATA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",38,"M",9,"CAMIONETA","RUTA 1 km. 26","558632.29769443","6151607.69382056"
23/01/2016 23:49:00,"CANELONES","LAS PIEDRAS","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",30,"M",24,,"GENERAL ARTIGAS esq. CAMINO AL OBELISCO","572845.83963198","6157045.18820457"
24/01/2016 14:07:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",68,"F",3,"AUTO","RAMBLA REPUBLICA DEL PERU esq. JOSE MARTI","577845.93322102","6136190.9053489"
25/01/2016 02:42:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",18,"F",0,"MOTO","GRECIA esq. BERNA","568466.16965042","6140357.62008952"
25/01/2016 05:55:00,"CERRO LARGO","N/C","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",13,"F",1,,"RUTA 8 km. 356","761206.22798185","6381508.01235427"
25/01/2016 05:55:00,"CERRO LARGO","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",62,"M",1,,"RUTA 8 km. 356","761206.22798185","6381508.01235427"
25/01/2016 18:50:00,"PAYSANDU","TAMBORES","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",43,"M",23,"MOTO","CALLE 16 esq. JACINTO GONZÁLEZ","571577.59394991","6472473.27408728"
26/01/2016 16:15:00,"ROCHA","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",49,"F",0,,"RUTA 10 km. 210","727838.98786711","6149220.96623539"
28/01/2016 21:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",0,"OMNIBUS","CONCILIACION esq. DOCTOR MARTIN BERINDUAGUE","570971.53833151","6141932.14061688"
29/01/2016 22:51:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",42,"M",0,"AUTO","AVENIDA ITALIA  esq. CANDELARIA","581219.2181655","6139123.51415247"
31/01/2016 19:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",38,"M",0,,"MAESTRA MARIA MANRUPE esq. ACTRIZ ANGELA TESADA","580332.66034067","6142644.48228009"
01/02/2016 04:26:00,"CANELONES","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",1,"CAMION","RUTA 32 km. 32","575619.64270307","6167949.45203324"
02/02/2016 00:01:00,"TREINTA Y TRES","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","CONDUCTOR",68,"M",1,"CAMION","RUTA 8 km. 273","735865.11","6309994.43"
04/02/2016 20:00:00,"COLONIA","NUEVA HELVECIA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",25,"M",1,"AUTO","F. GILOMEN esq. GUILLERMO TELL","478223.2484","6206123.4599"
04/02/2016 20:35:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",30,"F",1,"AUTO","RAMBLA PRESIDENTE WILSON esq. JUAN JACKSON","575593.5553","6136122.2361"
04/02/2016 23:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",78,"M",11,"OMNIBUS","ATAHONA esq. REYES","573915.69506382","6143050.54787579"
05/02/2016 16:04:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",62,"F",0,"AUTO","RAMBLA SUR esq. ANDES","573339.256","6136472.9421"
05/02/2016 18:00:00,"SORIANO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",22,"M",1,"CAMION","RUTA 105 km. 22,500","377140.54495502","6304127.61311761"
06/02/2016 00:28:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",19,"F",1,"CAMIONETA","AVENIDA GENERAL FLORES esq. GRONARDO","577472.1181","6144058.1695"
06/02/2016 05:33:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",65,"M",1,"MOTO","CAMINO DE LA PAZ A MENDOZA esq. CAMINO PASO CALPINO","571786.4086","6152606.296"
06/02/2016 19:00:00,"COLONIA","CARMELO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",1,"AUTO","DIECINUEVE DE ABRIL esq. GENERAL JOSE G. ARTIGAS","381600.18617138","6238175.43749208"
07/02/2016 23:30:00,"CERRO LARGO","FRAILE MUERTO","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",70,"M",0,,"RUTA 7 km. 351","730597.98938466","6399403.49739278"
09/02/2016 05:00:00,"COLONIA","COLONIA COSMOPOLITA","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",49,"M",0,,"CAMINO COSMOPOLITA esq. PEDRO BOUNOUS","463121.37639258","6195011.0615675"
11/02/2016 07:12:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",24,"M",0,"CAMION","RAMBLA DOCTOR BALTASAR BRUM esq. SAN RAMON","572348.0288","6140329.8572"
12/02/2016 05:19:00,"MALDONADO","SAN RAFAEL","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",20,"M",0,,"GENERAL APARICIO esq. DOCTOR ELIAS REGULES","692229.9957","6134174.9175"
12/02/2016 16:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",39,"M",0,"AUTO","AVENIDA LEZICA esq. CALDERON DE LA BARCA","570664.2185","6148454.799"
12/02/2016 20:00:00,"MALDONADO","SAN CARLOS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",44,"M",0,"AUTO","CARLOS SEIJO esq. DOCTOR ASCHERI","689939.71723727","6147351.58973391"
14/02/2016 12:20:00,"RIVERA","N/C","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",,"M",21,,"RUTA 28 km. 80","655899.36","6545173.82"
14/02/2016 18:23:00,"CANELONES","FORTIN DE SANTA ROSA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",23,"M",1,"AUTO","RUTA INTERBALNEARIA km. 41,800","609034.2","6151895.35"
14/02/2016 21:35:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",69,"M",0,"CAMIONETA","CUBA esq. PERU","567701.3737","6140034.3778"
17/02/2016 09:48:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",58,"M",0,"OMNIBUS","CAMINO CARMELO COLMAN esq. RUTA CESAR MAYO GUTIERREZ","570930.7981","6149143.8254"
17/02/2016 11:05:00,"ARTIGAS","ARTIGAS","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",65,"M",1,,"WILSON FERREIRA ALDUNATE esq. MIGUEL BARREIRO","551414.64565796","6635310.37567817"
17/02/2016 23:10:00,"SAN JOSE","CIUDAD DEL PLATA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",29,"M",0,"OMNIBUS","CEYLAN esq. AVENIDA DEL TIGRE","558650.62966459","6152374.99174858"
23/02/2016 15:00:00,"ARTIGAS","ARTIGAS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",16,"F",1,"CAMION","CIUDAD DE QUARAI esq. PARAGUAY","551261.15194533","6635007.60986188"
24/02/2016 13:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",85,"M",4,"AUTO","MARIA ORTICOCHEA esq. CAMINO CASTRO","572990.1721","6143274.0605"
27/02/2016 14:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",73,"F",1,"CAMIONETA","MARTIN GARCIA esq. ACEVEDO DIAZ","576000.0596369","6139155.00669045"
27/02/2016 15:45:00,"FLORIDA","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",45,"M",1,,"RUTA 7 km. 196","665472.75","6290225.21"
27/02/2016 17:50:00,"MALDONADO","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",29,"M",0,,"RUTA 9 km. 174,200","720400.85075072","6157028.18844506"
28/02/2016 03:50:00,"MALDONADO","MALDONADO","DEPARTAMENTAL","DESPISTE","AUTO","CONDUCTOR",38,"M",0,,"RUTA 39 km. 8","687487.02483189","6139773.61910464"
29/02/2016 06:00:00,"CANELONES","SANTA LUCIA","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",79,"F",1,"CAMION","RUTA 46 km. 58,300","556541.29304398","6186248.56830454"
29/02/2016 10:40:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",80,"M",0,"CAMION","CAMINO MALDONADO esq. CARLOMAGNO","580767.4595","6144674.0524"
01/03/2016 00:50:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",53,"M",0,"CAMIONETA","JOSE LLUPES esq. FLEITAS","570328.82994731","6143316.40951681"
01/03/2016 18:51:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",77,"F",14,"MOTO","AVENIDA GENERAL SAN MARTIN esq. DOCTOR JOSE REVUELTA","575372.4759","6142481.7609"
02/03/2016 17:55:00,"CANELONES","CANELONES","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",73,"M",0,"AUTO","RUTA 5 km. 40,200","567286.46243927","6175024.03523778"
02/03/2016 20:35:00,"CANELONES","SALINAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",47,"M",9,"AUTO","RUTA 87 Nro. km 44,500","605790.1340845","6152792.77515922"
03/03/2016 17:10:00,"SORIANO","MERCEDES","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",20,"F",8,,"RUTA 2 esq. WILSON FERREIRA ALDUNATE","405271.2462","6320865.2356"
03/03/2016 21:16:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",54,"M",0,"MOTO","AVENIDA DE LAS INSTRUCCIONES esq. CAMINO LA ESPIGA","580230.6104","6152308.7956"
04/03/2016 13:15:00,"MALDONADO","SAN CARLOS","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",64,"M",3,"MOTO","DOCTOR ANDRES CEBERIO esq. RINCON","690082.38675176","6147678.82076318"
04/03/2016 14:40:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",56,"M",0,"CAMION","URUGUAYANA esq. DOCE DE DICIEMBRE","572759.45288121","6140654.34268922"
05/03/2016 16:25:00,"LAVALLEJA","N/C","NACIONAL","DESPISTE","AUTO","PASAJERO",8,"F",1,,"RUTA 12 km. 358.500","665578.95184907","6186527.70427948"
05/03/2016 16:25:00,"LAVALLEJA","N/C","NACIONAL","DESPISTE","AUTO","PASAJERO",24,"F",1,,"RUTA 12 km. 358.500","665578.95184907","6186527.70427948"
06/03/2016 00:00:00,"SAN JOSE","CIUDAD DEL PLATA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",36,"F",1,"CAMIONETA","RUTA 1 km 37","548354.27728722","6157637.26369443"
06/03/2016 19:57:00,"CANELONES","SAN LUIS","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",29,"M",0,"CAMIONETA","RUTA INTERBALNEARIA km. 63,500","629749.56","6152005.77"
07/03/2016 09:10:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",52,"M",1,"MOTO","AVENIDA ITALIA esq. SANTANDER","579842.6213","6139166.8006"
07/03/2016 10:00:00,"CANELONES","EL PINAR","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",60,"F",2,"MOTO","RUTA INTERBALNEARIA km. 30,500","597746.2","6149658.44"
08/03/2016 12:17:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",25,"M",23,"AUTO","PROFESOR DOCTOR ALBERTO BARCIA esq. DIOGENES HEQUET","570355.03716384","6143522.53040498"
09/03/2016 00:30:00,"TREINTA Y TRES","VERGARA","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",55,"M",0,,"INDEPENDENCIA esq. LA ESTACIÓN","787136.74002131","6350616.00120607"
09/03/2016 03:10:00,"SAN JOSE","N/C","NACIONAL","DESPISTE","AUTO","PASAJERO",44,"F",0,,"RUTA 1 km. 90","504691.56","6190059.84"
09/03/2016 11:10:00,"SAN JOSE","TROPAS VIEJAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",24,"M",0,"CAMION","RUTA 1 km. 35","548478.89628646","6157580.64274785"
10/03/2016 07:00:00,"CANELONES","COLONIA NICOLICH","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",40,"F",0,"CAMIONETA","RUTA 102 km. 22,300","590251.3970273","6146620.7848823"
11/03/2016 16:50:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",47,"M",0,"AUTO","RUTA 3 km. 440","417071.04206567","6475375.98064568"
11/03/2016 16:50:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",81,"F",0,"AUTO","RUTA 3 km. 440","417071.04206567","6475375.98064568"
12/03/2016 11:30:00,"SAN JOSE","CIUDAD DEL PLATA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",41,"F",1,"OMNIBUS","LOS CIPRESES esq. RUTA UNO VIEJA","553594.20487126","6154394.61876642"
12/03/2016 18:40:00,"TREINTA Y TRES","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",49,"M",1,"AUTO","RUTA 17 km. 298.500","758471.54336571","6325111.40586122"
13/03/2016 17:30:00,"SORIANO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","CAMIONETA","PASAJERO",71,"M",13,"CAMIONETA","RUTA 14 km. 8","412510.83","6321662.12"
13/03/2016 19:38:00,"CANELONES","BELLO HORIZONTE","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",29,"M",0,"AUTO","RUTA INTERBALNEARIA km. 56,500","623453.96","6153712.13"
17/03/2016 20:40:00,"FLORIDA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",68,"M",0,"CAMIONETA","RUTA 5 esq. RUTA 12","575222.52869289","6222659.57019453"
18/03/2016 12:00:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",74,"M",0,"AUTO","MONZONI esq. JUAN AGAZZI","582654.2793","6141209.6804"
21/03/2016 15:50:00,"TREINTA Y TRES","VERGARA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",51,"F",0,"CAMIONETA","RUTA 18 km. 320","767139.11","6340360.1"
21/03/2016 15:50:00,"TREINTA Y TRES","VERGARA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",40,"M",1,"CAMIONETA","RUTA 18 km. 320","767139.11","6340360.1"
22/03/2016 00:00:00,"CANELONES","N/C","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",52,"M",0,"CAMIONETA","RUTA 6 km. 42,800","586709.18","6172367.99"
22/03/2016 21:30:00,"COLONIA","COLONIA VALDENSE","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",59,"M",0,"AUTO","RUTA 1 km. 124,500","472480.09","6201073.73"
25/03/2016 07:00:00,"RIO NEGRO","YOUNG","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",21,"M",1,,"ASENCIO esq. GENERAL FRUCTUOSO RIVERA","440790.64730133","6381061.06454558"
25/03/2016 10:45:00,"CANELONES","PANDO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",76,"M",0,"AUTO","RUTA 8 km. 48.500 esq. AVENIDA JOSE PEDRO VARELA","595479.4675","6157212.5368"
26/03/2016 01:10:00,"SAN JOSE","SANTA LUCIA","NACIONAL","DESPISTE","AUTO","CONDUCTOR",52,"M",0,,"RUTA 11 km. 80","552276.71851478","6188560.54461142"
26/03/2016 01:10:00,"SAN JOSE","SANTA LUCIA","NACIONAL","DESPISTE","AUTO","PASAJERO",81,"M",0,,"RUTA 11 km. 80","552276.71851478","6188560.54461142"
26/03/2016 12:15:00,"TACUAREMBO","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",67,"M",0,,"RUTA 31 km. 200","581750.4538111","6497085.55421774"
26/03/2016 12:15:00,"TACUAREMBO","N/C","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",58,"F",0,,"RUTA 31 km. 200","581750.4538111","6497085.55421774"
27/03/2016 20:10:00,"SALTO","SALTO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",64,"F",1,"OMNIBUS","AGRACIADA esq. AVENIDA BLANDENGUES","410100.2616","6527201.1532"
28/03/2016 12:05:00,"COLONIA","NUEVA HELVECIA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",55,"M",1,"CAMIONETA","CARLOS CUNIER esq. UTE 14 (barrio Muglini)","479512.99638383","6206305.34800143"
28/03/2016 15:50:00,"CANELONES","AEROPUERTO DE CARRASCO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",51,"M",6,"AUTO","RUTA 101 km.19,500","590356.6281","6144865.6735"
28/03/2016 17:00:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",54,"M",0,"CAMION","RUTA 26 km. 53","436371.6581591","6453525.64800786"
28/03/2016 17:00:00,"PAYSANDU","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",53,"F",0,"CAMION","RUTA 26 km. 53","436371.6581591","6453525.64800786"
