Fecha y hora,"Departamento","Localidad","Jurisdiccion ","Tipo de Siniestro","Vehiculo","Rol",Edad,"Sexo",Fallecido a los Dias,"Otro vehiculo","Lugar del Siniestro","X","Y"
27/01/2017 03:46:00,"SALTO","TERMAS DEL ARAPEY","DEPARTAMENTAL","DESPISTE","MOTO","PASAJERO",26,"F",0,,"AVENIDA RAUL GAUDIN","448471.7611258","6578192.86775041"
27/01/2017 21:46:00,"PAYSANDU","PAYSANDU","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",49,"M",0,"CAMION","Camino general a la colonia Esq, Calle 243","407774.76471798","6416222.03681202"
29/01/2017 01:46:00,"TACUAREMBO","TACUAREMBO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",28,"M",1,"MOTO","ERNESTO MIQUELSON Esq. SARANDI","595813.0743","6491567.8484"
29/01/2017 01:30:00,"COLONIA","ROSARIO","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",20,"M",0,,"SARANDI Esq. BORRAS","467478.5754","6202840.9163"
29/01/2017 10:20:00,"LAVALLEJA","LAVALLEJA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",46,"M",0,"AUTO","RUTA 8 KM. 214,000","707314.78","6261052.08"
29/01/2017 12:00:00,"CERRO LARGO","ISIDORO NOBLIA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",32,"F",1,"MOTO","Carretera San Diego Esq. Severiano Gil","772062.12620087","6460066.48118453"
29/01/2017 15:30:00,"COLONIA","COLONIA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",94,"F",1,"AUTO","RUTA 1 KM 118,000","479035.33","6200058.17"
01/02/2017 00:00:00,"COLONIA","CONCHILLAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",87,"M",0,"CAMION","RUTA 21 interseccion RUTA 55","409831.38969739","6223151.76559176"
02/02/2017 15:45:00,"CERRO LARGO","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",27,"M",0,"CAMIONETA","RUTA 7 km 340,000","725829.72120417","6388534.12397904"
03/02/2017 21:59:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",55,"M",1,"AUTO","CAMINO CARRASCO Esq. SANTA MONICA","585861.5919","6141296.3863"
04/02/2017 05:40:00,"CANELONES","PROGRESO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",59,"M",0,"MOTO","GENERAL ARTIGAS (Ex. RUTA 5) KM. 27,500","571816.2524","6162873.4485"
04/02/2017 18:50:00,"SALTO","SALTO","NACIONAL","DESPISTE","AUTO","CONDUCTOR",19,"M",0,,"RUTA 31 KM. 13,000","423689.35","6527815.33"
06/02/2017 11:30:00,"CANELONES","CANELONES","NACIONAL","DESPISTE","MOTO","CONDUCTOR",37,"M",1,,"RUTA 8 KM 26,900","592138.31","6154533.38"
06/02/2017 21:00:00,"ARTIGAS","ARTIGAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",37,"M",0,"CAMIONETA","RUTA 4 KM. 131,000","515771.31562135","6575472.94645134"
08/02/2017 16:03:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",22,"M",0,"CAMION","RUTA 5 KM 13,000","567436.04","6148367.63"
08/02/2017 13:15:00,"COLONIA","CONCHILLAS","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",52,"M",1,,"DAVID EVANS Esq. Luis Gil","404826.1025","6219464.8145"
10/02/2017 14:40:00,"CANELONES","CAPITÁN JUAN ANTONIO ARTIGAS","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",70,"F",9,"AUTO","RUTA 8 KM 24,500","590258.74","6153044.32"
10/02/2017 17:00:00,"SALTO","SALTO","NACIONAL","DESPISTE","AUTO","PASAJERO",50,"M",1,,"RUTA 4 KM 115,000","504876.81049901","6560323.93281999"
12/02/2017 10:00:00,"FLORES","FLORES","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",53,"M",0,"CAMION","RUTA 3 KM 164,000","518428.79","6268096.06"
16/02/2017 14:30:00,"RIVERA","TRANQUERAS","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",37,"M",0,,"RUTA 5 KM 459,000","627972.15","6542763.06"
16/02/2017 14:30:00,"RIVERA","TRANQUERAS","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",59,"F",0,,"RUTA 5 KM 459,000","627972.15","6542763.06"
16/02/2017 14:10:00,"TACUAREMBO","TACUAREMBO","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",42,"F",0,,"RUTA 5 KM 410,000","612042.14","6503355.39"
17/02/2017 10:15:00,"SAN JOSE","JUAN SOLLER","NACIONAL","CAÍDA","MOTO","PASAJERO",47,"F",0,"CAMION","RUTA 1 KM 122,000","514905.73","6203237.27"
17/02/2017 23:30:00,"CANELONES","SAN ANTONIO","NACIONAL","DESPISTE","AUTO","CONDUCTOR",45,"M",1,,"RUTA 33 KM 55,000","584142.96","6187097.92"
18/02/2017 06:55:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","DESPISTE","MOTO","CONDUCTOR",26,"M",0,,"RUTA 6 KM 19,200","580581.91","6152715.09"
18/02/2017 06:55:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","DESPISTE","MOTO","PASAJERO",23,"M",0,,"RUTA 6 KM 19,200","580581.91","6152715.09"
19/02/2017 05:15:00,"CERRO LARGO","MELO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",25,"M",0,"CAMION","CAMINO DE LAS DILIGENCIAS casi AVENIDA DE LAS AMÉRICAS","766033.25364523","6415869.61057801"
19/02/2017 16:55:00,"CANELONES","CANELONES","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",50,"M",0,"AUTO","RUTA 7 KM 54,000","604545.81608702","6177608.66738946"
19/02/2017 22:00:00,"CANELONES","CIUDAD DE LA COSTA","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",37,"M",1,"AUTO","RUTA INTERBALNEARIA KM 27,000","595586.24","6148232.83"
20/02/2017 10:05:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",29,"M",1,"CAMION","ANDRES LATORRE Esq. MARCOS SASTRE","579446.5812","6142175.1324"
20/02/2017 21:45:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","BICICLETA","CONDUCTOR",34,"M",0,"AUTO","BOULEVARD JOSE BATLLE Y ORDOÑEZ Esq. MARISCAL FOCH","573876.2712","6143923.4636"
23/02/2017 06:00:00,"CANELONES","CANELONES","NACIONAL","DESPISTE","MOTO","CONDUCTOR",33,"M",0,,"RUTA 107 KM 6,500","580415.27","6169551.22"
25/02/2017 04:30:00,"MALDONADO","MALDONADO","DEPARTAMENTAL","CAÍDA","MOTO","CONDUCTOR",23,"M",0,,"AREQUITA esq. CUCHILLA DE LA INDIA MUERTA","684834.129","6138139.2676"
25/02/2017 05:15:00,"SAN JOSE","N/C","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",18,"M",0,,"RUTA 11 km. 72,600","545407.87","6191536.25"
25/02/2017 09:00:00,"PAYSANDU","N/C","NACIONAL","DESPISTE","CAMION","PASAJERO",33,"M",2,,"RUTA 26 km. 36,300","421100.07","6450252.44"
25/02/2017 22:53:00,"CANELONES","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",51,"M",3,,"RUTA 65 km. 75,500","594343.04","6195971.63"
26/02/2017 18:00:00,"SALTO","SALTO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",80,"M",11,"MOTO","GRITO DE ASENCIO Y SILVESTRE BLANCO","408462.2441","6528677.4731"
27/02/2017 03:37:00,"RIO NEGRO","FRAY BENTOS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",19,"M",5,"MOTO","ESPAÑA ESQ. C. ALZAIBAR","378910.5825","6333353.3332"
27/02/2017 02:15:00,"TACUAREMBO","TACUAREMBO","DEPARTAMENTAL","DESPISTE","MOTO","PASAJERO",14,"M",2,,"JUAN DOMINGO ARENA esq. PAUL DE SANTANDREU","597762.1613","6489419.1758"
27/02/2017 07:10:00,"SALTO","N/C","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",19,"F",0,,"RUTA 3 km. 495,000","418317.75","6531769.14"
02/03/2017 20:42:00,"CANELONES","NEPTUNIA","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",7,"F",1,"AUTO","RUTA INTERBALNEARIA km. 35,600","602829.76","6150671.53"
03/03/2017 05:20:00,"SAN JOSE","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",47,"M",1,"MOTO","RUTA 1 km. 39,000","545051.87","6159729.18"
03/03/2017 15:32:00,"CANELONES","CANELONES","NACIONAL","DESPISTE","CAMIONETA","CONDUCTOR",78,"M",0,,"RUTA 11 km. 96,200","564307.26","6179751.77"
04/03/2017 06:58:00,"TACUAREMBO","TACUAREMBO","DEPARTAMENTAL","CAÍDA","MOTO","PASAJERO",23,"M",24,,"LUIS BATLLE BERRES Esq. ADELAIDA PUYOL","545595.1012","6369415.0416"
04/03/2017 06:30:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",46,"M",1,"CAMIONETA","DOCTOR WASHINGTON BELTRAN esq. AYACUCHO","578365.1446","6138475.2944"
04/03/2017 06:57:00,"COLONIA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",20,"M",0,"CAMION","RUTA 21","421699.84622842","6198081.63750206"
04/03/2017 09:40:00,"CANELONES","SAN LUIS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",76,"M",3,"AUTO","RUTA INTERBALNEARIA km. 63","629751.62","6152004.12"
04/03/2017 21:40:00,"FLORES","N/C","NACIONAL","CAÍDA","MOTO","PASAJERO",18,"F",1,,"RUTA 14 km. 155,000","525571.03","6297706.95"
05/03/2017 21:15:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",76,"F",2,"MOTO","AVENIDA JOSE BELLONI esq. HUNGRIA","578628.6262","6145005.9174"
06/03/2017 08:15:00,"TACUAREMBO","N/C","NACIONAL","DESPISTE","AUTO","CONDUCTOR",74,"M",1,,"RUTA 5 km. 353,000","589358.32","6457401.08"
06/03/2017 20:00:00,"CANELONES","SAN BAUTISTA","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",65,"F",0,"TRACTOR","RUTA 81 km 48,000","599703.40223553","6187677.67086079"
09/03/2017 20:05:00,"COLONIA","COLONIA VALDENSE","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",37,"M",0,"MOTO","RUTA 1 km. 121,000","476061.98","6200522.75"
09/03/2017 18:25:00,"COLONIA","N/C","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",66,"M",0,"CAMION","RUTA 12 km. 3","375520.53","6250195.34"
10/03/2017 13:02:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",16,"F",0,"CAMION","RUTA 5 KM. 7,500","568216.253039","6144009.82864177"
10/03/2017 13:02:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",0,"M",0,"CAMION","RUTA 5 KM. 7,500","568216.253039","6144009.82864177"
12/03/2017 01:00:00,"CANELONES","SAN LUIS","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",31,"M",0,"AUTO","RUTA INTERBALNEARIA KM 64,000","630544.71","6151340.2"
12/03/2017 10:37:00,"CANELONES","SAN JACINTO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",23,"M",0,"AUTO","RUTA 11 KM 131,500","596532.28","6178581.15"
12/03/2017 10:37:00,"CANELONES","SAN JACINTO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",23,"M",0,"AUTO","RUTA 11 KM 131,500","596532.28","6178581.15"
